path	sentence
./data/wav_split_gold/539.wav	Tiki ŋămyeǣyuda turinh păradambiiyuda maqniwq.
./data/wav_split_gold/363.wav	"Ti, maqniwq:"
./data/wav_split_gold/557.wav	tiki ŋămyeda părădambăda ni tara maqniwq. 
./data/wav_split_gold/1115.wav	"Tikanda yambanh syudbyamh tǣdorpiwa, "
./data/wav_split_gold/1552.wav	"ŋǣryoyq ŋǣwiq anih, "
./data/wav_split_gold/805.wav	Tiki puucyar ŋămgǣmh ŋătyeŋgu? 
./data/wav_split_gold/1458.wav	ulcopa pya.
./data/wav_split_gold/911.wav	"«ǣyyaǣyq, maqniwq nyenaq yaqăwlyanyoq,"
./data/wav_split_gold/344.wav	«Wadăkoinaq tǣwrain».
./data/wav_split_gold/816.wav	"Yaah lăŋgh nya pisyedyeda, ŋaaq."
./data/wav_split_gold/1224.wav	Mănʹ ăyadmh. 
./data/wav_split_gold/1151.wav	«Ti – madmh – tikăana miq». 
./data/wav_split_gold/808.wav	Tiki puucyar tinyoh tikaad ŋămgǣmda ŋatyeŋgu makănda nyaqămnakǣda.
./data/wav_split_gold/1590.wav	 Miid ңodh mǣtʹtinaq(mǣcyatdinaq) niqimңaq tyedah anyaңǣǣna yabye aңolasʹtida tikid nyenǣy yath. 
./data/wav_split_gold/1533.wav	Maqniwq:
./data/wav_split_gold/1327.wav	mi nyah tăryemh oda Miniko.
./data/wav_split_gold/708.wav	tiki yedăr ŋilʹnyād loombăda itryewh tyuquq nyah păromba tolih.
./data/wav_split_gold/1317.wav	Muŋgoh pyay ăbi tănyaŋi ǣwănda tănăwanda syerh nyenǣsyanda ŋodh tikăana luk ŋamdi.
./data/wav_split_gold/1436.wav	"Tad yalmanda tah yambă̌ana yadāwa,"
./data/wav_split_gold/937.wav	"Ti, Muŋgoq pyay ăbi laănăkomh nidawh anowh. "
./data/wav_split_gold/311.wav	"] A, Olyeg Yambanowitʃ, a kakoy god wot ǣto bilo?"
./data/wav_split_gold/890.wav	"Tyukumh ti yedmh, "
./data/wav_split_gold/1165.wav	"yesya sălămda syudǣǣyuta poŋgăna nyǎlonda miŋa tănya ŋădʹbăta, "
./data/wav_split_gold/913.wav	"«Măncyaw maqniwq aŋguqnidamh, "
./data/wav_split_gold/463.wav	– ŋuliq talyeyah»  maqniwq.
./data/wav_split_gold/1728.wav	 Tiki manyepǣr anyana aya? 
./data/wav_split_gold/1598.wav	Pida tida taki wacʹ mǣqңaqmaq yesi matorpa. 
./data/wav_split_gold/1229.wav	Ma yǎnambowna tyuquq yurkiq. 
./data/wav_split_gold/821.wav	Puucya puucyaŋǣ ǣqniwh nyenǣy.
./data/wav_split_gold/1114.wav	«Păncyerpaqnand myaknand pancyeqǣ̌d adaid». 
./data/wav_split_gold/498.wav	tăd tăd anăbătoh tiki alyamd syaŋokq mi yāmh yamh pyerămar   tikiwād ibidoh iridoh mǣqŋaq.
./data/wav_split_gold/263.wav	[...] Ti.
./data/wav_split_gold/335.wav	Masidoh mălye uwq.
./data/wav_split_gold/1195.wav	"Maqniw, "
./data/wav_split_gold/1281.wav	"siqmi tabyedaq,"
./data/wav_split_gold/240.wav	"yedǣy yan' ŋǣdatǣydoncʹ, "
./data/wav_split_gold/313.wav	"] A, i ǣto cnatʃit bilo... ǣǣǣ "
./data/wav_split_gold/499.wav	Yah tyerq nyenǣcʹq maqniwq pidoh yeqǣ̌mnyandoh sǣrdănh awanh ărwaq maqniwq tiki alyamd tăd wǣnoōltaŋgudoh maqniwh. 
./data/wav_split_gold/185.wav	"Manʹ ti tamalyaŋgana oy' nyenǣcyandm' nidam' ŋa"", nyatami tuŋgo' tiki yerwami. "
./data/wav_split_gold/466.wav	"Maqniwq, "
./data/wav_split_gold/88.wav	"Tă tă ŋămgǣǣw toh war, "
./data/wav_split_gold/308.wav	Mandaraacyaqnyoq ponh ilye 
./data/wav_split_gold/1476.wav	"tiki ŋǣsʹ tara,"
./data/wav_split_gold/760.wav	«Tiki muŋgo manǣsăr-in
./data/wav_split_gold/706.wav	nyaqămă̌da. 
./data/wav_split_gold/325.wav	"wadăkoyewaq tǣwrain, "
./data/wav_split_gold/1338.wav	"Tǣǣbini tini maqniwq ti ŋǣqniwh,"
./data/wav_split_gold/1746.wav	 Tikar mi simci 
./data/wav_split_gold/932.wav	Iinda maqniwq:˜
./data/wav_split_gold/317.wav	Uuq. 
./data/wav_split_gold/4.wav	"Săwawna macraaa (săwawna măncara), "
./data/wav_split_gold/503.wav	syaăh maqniwq wǣbărka ŋanih yǎŋgoda.
./data/wav_split_gold/10.wav	ʃunraa(syunraa) ŋodya pir.  
./data/wav_split_gold/81.wav	"Mi myerh nuliq myeryesqnyu"", "
./data/wav_split_gold/792.wav	Tad pinh ǣsyati piina so sih nyana.
./data/wav_split_gold/514.wav	Talyey nyenǣcʹh maqniwq.
./data/wav_split_gold/1214.wav	"Muŋgoh pyay ăbi,"
./data/wav_split_gold/1656.wav	 Yaydamyeǣyq pukdamyeǣyq ңariq todoowq myeryeqңayoow nyerdandoow lyeǣbtǣyeǣyq sibyalyaңgǣǣy marǣyh oboow.
./data/wav_split_gold/1272.wav	"Tădawa,"
./data/wav_split_gold/1532.wav	«Ilyeǣwa ilyen?» 
./data/wav_split_gold/1638.wav	" adakaabini syaaq tawnyan, "
./data/wav_split_gold/1511.wav	Yudyomda orqŋaq tarsiq ilye.
./data/wav_split_gold/679.wav	Ŋarka ăbir manda:
./data/wav_split_gold/562.wav	" «Tikih pudā ŋani ŋopoy myadmh odamcʹ anih,"
./data/wav_split_gold/775.wav	wunisyamah.
./data/wav_split_gold/879.wav	mi siqmi nin syayh?».
./data/wav_split_gold/578.wav	tiki toqǒla nye».
./data/wav_split_gold/1692.wav	Lorcǣy Lorcǣy! 
./data/wav_split_gold/1564.wav	"Tiki yaad tadawa ti Noy mărădyaŋg anh wǣynyah ңacyekimh ңabtadawa,"
./data/wav_split_gold/1086.wav	yal-yaah asryeqǣqăndih.
./data/wav_split_gold/1380.wav	"Yendh anada anih to asăwada sidya sǣrmh mǣta yat ănyad ŋămgǣ̌ǣd tobqnanda ŋodh,"
./data/wav_split_gold/669.wav	yalăndoh asăwamboyh ŋǣqnimh.
./data/wav_split_gold/954.wav	wǣwăko syermh syertan tădaw?»
./data/wav_split_gold/612.wav	"usuwǣy maqniwq ya yāmh,"
./data/wav_split_gold/648.wav	"«Mǣr maqniwq,"
./data/wav_split_gold/1030.wav	matq piya sănoorh. 
./data/wav_split_gold/143.wav	"orpa pya"", "
./data/wav_split_gold/360.wav	"ǣwuwnanda aya, Siirtyar,"
./data/wav_split_gold/1509.wav	"Tăd tayh mǣdā,"
./data/wav_split_gold/432.wav	yesya arwă̌da ayerta tălāda. 
./data/wav_split_gold/175.wav	Ti.
./data/wav_split_gold/822.wav	Maqniwq: «adami ŋulih puucyaŋǣ ăya».
./data/wav_split_gold/1043.wav	"Ŋandowh, yedămda tyedada yah ni soqǒyda nyaŋǣdya siqiw ăbărtămh piryeqmaq niqimŋaq tiki yed ŋămgǣh ăncyerq ŋǣdakǣ̄ anih,"
./data/wav_split_gold/742.wav	tiki malh ayaq matq ăbiiw.
./data/wav_split_gold/1468.wav	Ŋǣwarinda syerh  yal-yeq(yadăl-yeq).
./data/wav_split_gold/1600.wav	 Ңaaq. 
./data/wav_split_gold/1334.wav	Siqiw yurq uryodah tǣda siqiw yonarq.
./data/wav_split_gold/296.wav	"mih tih Pyelyadkah amgǣǣwh ŋilʹnyakuna, "
./data/wav_split_gold/558.wav	Wadini maqniw tiki puda [nyeracbortʃiwo] wadyetidaqmaq.
./data/wav_split_gold/1526.wav	"Ti niwŋaq, syowna anta ŋăwăr tănyaŋawq? "
./data/wav_split_gold/861.wav	Muŋgoq pyay abi lǣdǣmda yolʹcyedō.
./data/wav_split_gold/1255.wav	tiki păsih nyu puucyaqyada ŋanih onărawih. 
./data/wav_split_gold/570.wav	«Tiki?
./data/wav_split_gold/1024.wav	«Taslār?»  maqniwq.
./data/wav_split_gold/517.wav	maqniwq.
./data/wav_split_gold/1389.wav	yada ăyadmh. 
./data/wav_split_gold/1182.wav	"Ti maqniwq: «Ilyewah yambănh tǣwodăwǣmi ow maqniwq nyero yaah tyer ŋăwoqmami maqniwq ŋarănda ŋawoqmaădani tyedah maqniwq ti,"
./data/wav_split_gold/17.wav	Muŋguyăna 
./data/wav_split_gold/1203.wav	«iy yōo maqniwq tadawa maqniwq ancyerq tăryerkamh tadyebya ŋǣya».
./data/wav_split_gold/418.wav	"«Torŏwah, Siirtya, anyah pyar?» "
./data/wav_split_gold/361.wav	tika maqniwq:
./data/wav_split_gold/1465.wav	nyaarq ŋămgǣrimh anā.
./data/wav_split_gold/91.wav	tyuquy yah obamh ăbărŋadoh. 
./data/wav_split_gold/1365.wav	mari yesida ǣnyakiq tikăad yaaq ăyaq.
./data/wav_split_gold/1189.wav	ăncyerkart nida mǣŋguh.
./data/wav_split_gold/188.wav	"Ti yada ǣsyatini', mimani' yamban' ŋob' tim' oni'."
./data/wav_split_gold/577.wav	"Tikar maqniwq ti tăd nyernyah tărcya ilamh piliq ponh yǎŋgowaq yeqǣ̌mnya mănʹ taryemh syertawǣmi,"
./data/wav_split_gold/1144.wav	"Maqniwq: «Sit toqǒla wǣnyekomh niw săpăŋguq,"
./data/wav_split_gold/1544.wav	ănyana ǣwaki?
./data/wav_split_gold/449.wav	«Sidya asăwamh odamcʹ.
./data/wav_split_gold/1502.wav	Tiki asăwar syaqnirinda unănda ădryoq ănyamna tănyamna ŋǣdălyortaki.
./data/wav_split_gold/1412.wav	"Nyeŋǣ mǣmda tyuquqkuh mǣda ŋăbtimda,"
./data/wav_split_gold/1702.wav	 Tyerkuda ңamgǣyq? 
./data/wav_split_gold/247.wav	"anyaŋid tamna ŋamdyo onaraŋgaŋgu"", "
./data/wav_split_gold/1187.wav	"todabcyaqyandoh ǣwanh tikanh puucyada pǣrŋada anih,"
./data/wav_split_gold/1381.wav	"tădaw maqniwq padraah anmh yarka nidawq irkādtaq,"
./data/wav_split_gold/616.wav	"«Tăryemh nibqnanda ilyeŋgōq anihni,"
./data/wav_split_gold/887.wav	"Tikanh ŋodh ŋabtarkada nisyǎda,"
./data/wav_split_gold/619.wav	"tiki nyer maqniwq, "
./data/wav_split_gold/1116.wav	ŋămgǣ ponh pǣrtada.
./data/wav_split_gold/994.wav	ǣbidya yar?
./data/wav_split_gold/1060.wav	«Yekarq». 
./data/wav_split_gold/515.wav	"Maqniwq tikar maqniwq ilyewanda yambanh maqniwq solotǣri talyebi, ti."
./data/wav_split_gold/719.wav	"adăndoh sidya ǣwanh siqiw ăbir,"
./data/wav_split_gold/382.wav	Tămna ǣqniwh tăkawaad(tikăăwaad).
./data/wav_split_gold/1525.wav	noy myadikocyah myunya.
./data/wav_split_gold/404.wav	"«Wǣy yabtkoyenh wadămi tǣwrain,"
./data/wav_split_gold/1677.wav	 Padibir? 
./data/wav_split_gold/1701.wav	  Manʹ putkomyeyh. 
./data/wav_split_gold/1368.wav	"ŋuliq ǣsyǎtiq tid, "
./data/wav_split_gold/319.wav	āslarăqninamh. 
./data/wav_split_gold/886.wav	«Ŋaatani syermi tuyesami sosoqmaădani lăŋgh nih ti pilih ponh maqniwq ilyewani yambanh ŋabtaŋguw».
./data/wav_split_gold/1378.wav	"Tădaw tiki ănanda ninya padraah ănanda ninya tadh taăbyad yendh anada, "
./data/wav_split_gold/297.wav	manyaq tiqnaq aqmaqawq. 
./data/wav_split_gold/1323.wav	syudbya wǣsăkoh nye nyunh maqniwq: «Mănʹ myakni andadmh».
./data/wav_split_gold/1220.wav	yesya wadămi ti tanyanyoq tyuriq tyuliba mǣta yesyǎ wădămi.
./data/wav_split_gold/298.wav	Ŋawnaawandoh 
./data/wav_split_gold/318.wav	Ŋămgǣmh tikāna pǣrtawaq?
./data/wav_split_gold/765.wav	"Yabtkoyenh, "
./data/wav_split_gold/1606.wav	Manʹ laanakow manqmaq “Lǣqmoqrakoq. 
./data/wav_split_gold/427.wav	syanh unath yadwăki ŋanih.
./data/wav_split_gold/753.wav	"«Tyedah mănʹ mǣdămd,"
./data/wav_split_gold/973.wav	"Ti ŋǣya, muncyalma."
./data/wav_split_gold/1014.wav	Nyenǣsyanda ŋodq maqniwq ŋarkaaw ŋǣwi yedda syanri ăbărtamh nyalranakǣ̄. 
./data/wav_split_gold/234.wav	"Nyerdye to""ma""rindo' amgǣd ŋǣsa "
./data/wav_split_gold/1042.wav	mănʹ ărqni tyedăŋguw».
./data/wav_split_gold/1515.wav	"Tiki noyah nyād myadmh syerta,"
./data/wav_split_gold/1054.wav	Muŋgoh pyay ăbir syudbyaq moncăŋgăqyaq tăsih yaah ith tyalkaădtasyetida.
./data/wav_split_gold/229.wav	"Ti"" lyekar"" ŋǣya"" mal' tikaana mǣcʹ. "
./data/wav_split_gold/1542.wav	" «Tiki noy ănyana aya, tiki noy ănyana ăya!»"
./data/wav_split_gold/596.wav	yalyah paryeŋoda maqnisawq:
./data/wav_split_gold/1665.wav	 Ңaaq. 
./data/wav_split_gold/1013.wav	"ŋămcidoh yaŋgaq tăryemh pyadaw, tăryemh."
./data/wav_split_gold/692.wav	tyaănyaŋi wārda ŋodʹrindoh ŋadibyerŋaq.
./data/wav_split_gold/1437.wav	ŋǣryoy sirăda aqă̌miqmaq.
./data/wav_split_gold/330.wav	uh mandadăma.
./data/wav_split_gold/962.wav	«ărqni anni tinimā ărqni ăbărtinimā ărqni ăbartin».
./data/wav_split_gold/1020.wav	"Măniyeǣwa nyenǣcyaq ŋǣwaq tikăana ŋuliq ŋokaq, tǣri tikaana ŋoniq."
./data/wav_split_gold/426.wav	"Pudăna myata ŋǣqniw,"
./data/wav_split_gold/1727.wav	 Manǣmanyepǣ  yutladasʹ. 
./data/wav_split_gold/1057.wav	nămdar?»
./data/wav_split_gold/772.wav	Puucyakui ti ărta ayuqniwq. 
./data/wav_split_gold/587.wav	nye yǎŋgoya.
./data/wav_split_gold/1456.wav	"nyabănda nyeh ănmh, "
./data/wav_split_gold/1374.wav	ŋămgǣda mălye yendăta yaqă̌wli. 
./data/wav_split_gold/1007.wav	mănʹ tyukini ărqni ăbărpăŋun».
./data/wav_split_gold/1174.wav	"Tăryemh sirŋā anih, "
./data/wav_split_gold/1438.wav	Sirănda aqămqmaad yǎtrih tăryemh nyaarq Tǣsʹdanda syenyey syanormiq myatoh ŋoqmaqaqtǣwih tyuku ăncyerq ŋaq ŋămgǣh? 
./data/wav_split_gold/984.wav	"ănni, ănni tiq ŋǣqniqimh»."
./data/wav_split_gold/307.wav	piliqkondoh ŋuliq tiki midoh ŋokaq. 
./data/wav_split_gold/1523.wav	ŋămgǣh myunya mǣdmh?
./data/wav_split_gold/147.wav	"ta tămna mantir""ni""ma tiki tina"". "
./data/wav_split_gold/221.wav	(Smye.)
./data/wav_split_gold/1397.wav	Tǣǣyuta nyana ǣsawa yonǣnye tida. 
./data/wav_split_gold/385.wav	"Nyenǣy myaq aniq,"
./data/wav_split_gold/508.wav	"Tad ǣwanda tǣwiwaq niwi syurambyuq anih maqniwq mi,"
./data/wav_split_gold/1264.wav	tyorsawǣyh myattyu.
./data/wav_split_gold/885.wav	tiki pasih nyu puucya maqniw:
./data/wav_split_gold/505.wav	Siirtyah ŋanih ida yadǣliq.
./data/wav_split_gold/378.wav	"ayeradh paryeŋoda ărta tyenyewa, maqniwq,"
./data/wav_split_gold/1649.wav	 Lǣqmoqrakow yedyokad taq! 
./data/wav_split_gold/1367.wav	"ŋuliq widărăŋaah, ŋuliq ŋilyekadyosyǎtiih,"
./data/wav_split_gold/1152.wav	"Maqniwq: «Sit toqǒla wǣnyekomh tibkaăna niw săpăŋguq, "
./data/wav_split_gold/216.wav	"pǣ""ya"" "
./data/wav_split_gold/239.wav	taryem' ti 
./data/wav_split_gold/146.wav	"Tăka ta""ălʹna madma mǣŋgu"","
./data/wav_split_gold/1624.wav	Tikaawaad sidya abiiyud ңǣdaraqnidimh.  
./data/wav_split_gold/173.wav	"ibya' tyempyeraturada tanya, "
./data/wav_split_gold/591.wav	"ŋanih taki nyaănda pyodaŋgu, ti – "
./data/wav_split_gold/1289.wav	"Yonǣdǣǣnanda yaah nyah lǣbtăna syudbyako tidǣh ŋǣŋgu,"
./data/wav_split_gold/523.wav	"Ti nyaanda ŋanih man-in, "
./data/wav_split_gold/486.wav	"Maqniwq pări yǎŋgoda tad nyernyah,"
./data/wav_split_gold/1712.wav	"Tiki nyada aniq tiki mi wandakomda nǣda aniq ǣwakuda syancyokuda malh ңam-yada, "
./data/wav_split_gold/1076.wav	"taykuna syanăkulwa asryoqyaqmi tăniwa,"
./data/wav_split_gold/500.wav	Ti maqniwq mănʹ woltawini.
./data/wav_split_gold/278.wav	"obamda abart ti, "
./data/wav_split_gold/100.wav	Mǣŋǣ tiki pih tyaah ŋobh mǣqyaq
./data/wav_split_gold/1201.wav	"«ǣy, adǣymh tadawa maqniwq sinyakurkaq anʹq maqniwq tyaananda [nyeracbortʃiwo]»."
./data/wav_split_gold/1005.wav	"pyadăr miq, "
./data/wav_split_gold/1686.wav	Posabitoңǣ pondaңǣ myerq tobaqңǣnaniңǣǣ ңǣni yudaңǣqgudamңǣ.
./data/wav_split_gold/111.wav	"maqnyu"": «ăbărcʹ nyu"" tara"", "
./data/wav_split_gold/435.wav	yesya arwăda maqniwq yaanda mantǣyq. 
./data/wav_split_gold/1091.wav	"tikaăna palli tănya ŋadʹbata,"
./data/wav_split_gold/647.wav	paryeŋodăanda maqniwq mi:
./data/wav_split_gold/1337.wav	mǣqŋadmh. 
./data/wav_split_gold/354.wav	Nyabtindh tǣwa tyuku padmh minye tămna syurămyubi.
./data/wav_split_gold/1741.wav	 Myadh nyo? 
./data/wav_split_gold/1181.wav	tǣwodăwǣmi ow».
./data/wav_split_gold/1123.wav	Syudbya wǣsako păŋgălmǣǣnanda manondqnidawh nyukcyamda.
./data/wav_split_gold/670.wav	"Siqiw ăbir ŋobh tănya una ŋǣwadiq,"
./data/wav_split_gold/1618.wav	mi anye ǣqmyaqad abiiyuta yewǣyh syancyoko ңamcyatida.  
./data/wav_split_gold/420.wav	"«Mănʹ taki yesya arwmh wadăbăda maqniwq, "
./data/wav_split_gold/1687.wav	" Wo, kakiye poʒyelaniya! "
./data/wav_split_gold/303.wav	"Tiki tiq, nyabiq tikiq "
./data/wav_split_gold/145.wav	Ŋǣya tika orpido'.
./data/wav_split_gold/1517.wav	"Nyabi ŋamdyorta nihmǣda tiki myadh myuh tah ayeda, "
./data/wav_split_gold/217.wav	"Ŋa tikar ŋawnanda tiki mancarawa yolʹcyaŋgana ŋuda masarpawancʹ tawi niw' ŋa"". "
./data/wav_split_gold/1225.wav	Wǣsăkoqyada ŋodh pinh ăya syudbya wǣsăkoqyand puucya ŋarŋociyeda nǣkălŋa.
./data/wav_split_gold/1568.wav	"Nyeңǣ tadawa yanh aqmiq aniq anya uyumgart myath wuni myattyuq aniq tyeǣ Wǣǣlya irinda myadh nyana ǣqniwq,"
./data/wav_split_gold/952.wav	Ŋaaq.
./data/wav_split_gold/1623.wav	“Ңuliq yabtkoyenh siqmi nyodih ayeq maqniwq Ңǣbt yambamh   tabcakǣdmh nyabakomi tabcakǣdmh.q 
./data/wav_split_gold/1729.wav	 Maqniwq sidya abi toңaancʹ yutnabcyandih pǣңǣ anadincʹ. 
./data/wav_split_gold/882.wav	nimda panǣnda nih syara ŋanih tyeǣ tohnyana ŋanih ăya.
./data/wav_split_gold/963.wav	[nyeracbortʃiwo].
./data/wav_split_gold/89.wav	ŋa tyukorkaăna nyaărq alʹmyer. 
./data/wav_split_gold/983.wav	«Mănʹ ărqni ilăŋgun –
./data/wav_split_gold/869.wav	ayerta ŋodh ti păkăltih ŋanih ith arbilih.
./data/wav_split_gold/1752.wav	 Manʹ obcow manqmaq puucyah piya alworta
./data/wav_split_gold/1529.wav	piinya anh irna towonda.
./data/wav_split_gold/982.wav	"«Ŋǣda, tăd ŋămganih!»"
./data/wav_split_gold/1036.wav	"păromlasyǎtida,"
./data/wav_split_gold/790.wav	"Puucya pinh aya,"
./data/wav_split_gold/1328.wav	Siqiw yurh uryoda.
./data/wav_split_gold/1064.wav	«alyamh nin adabasyatuh?»
./data/wav_split_gold/1283.wav	"«adăŋguqniqrawh maqniwq tyedah,"
./data/wav_split_gold/497.wav	"Maqniwq tiki wǣbărkar maqniwq ŋobkărt alyamh niq ayebyuq maqniwq tiki maqniwq,"
./data/wav_split_gold/219.wav	"ti puna mancayana"" pud "
./data/wav_split_gold/386.wav	"nyenǣy myadikocya aniq,"
./data/wav_split_gold/1501.wav	nyenyamda ti tyukuh tyukuh nyeŋǣ asăwaănda ti miqŋaduma anih.
./data/wav_split_gold/731.wav	Maqniwq: 
./data/wav_split_gold/1270.wav	Syudbya wǣsăko ŋanih tǣri muncyalma.
./data/wav_split_gold/124.wav	"Tăkaăd ubtaăna tăd yurkinaq, "
./data/wav_split_gold/274.wav	"tǣrinandoh aŋgawiq niqimh ŋaq, "
./data/wav_split_gold/645.wav	"ti, tyeǣ yanda yolʹcyandh. "
./data/wav_split_gold/468.wav	Maqniwq yaah tyuquqnyayuna maqmaniwq ŋămgǣrih toqǒla maqniwq yesyaqmaăna yuǔna yuŋgudima. 
./data/wav_split_gold/961.wav	«Tălʹqnyaku tuh!»
./data/wav_split_gold/1442.wav	"Waqnoqmitoh syerh waqniq tiq ŋǣdakiq,"
./data/wav_split_gold/1745.wav	 Manʹ obcow manqmaq sidya nyumda ңawlambadaanda lǣdǣrida ayowi
./data/wav_split_gold/1579.wav	nyenǣciyeni ңokawna yaңgumcʹ pǣңga pǣyadq aniq tikanda tyuku laanakoh ңamgǣq nyaamna wadasyalmadmh. 
./data/wav_split_gold/1561.wav	Ti pilibtariq ti anaqmadih ti.
./data/wav_split_gold/286.wav	ti tǣǣqnaq tǣǣqnaqta tikaana awi.
./data/wav_split_gold/29.wav	Nisyani wǣsakoh ŋǣsiit tikaăd mănʹ măncăralluwh.
./data/wav_split_gold/1423.wav	orkih yay niwi ŋǣbat syurpyuq».
./data/wav_split_gold/1467.wav	"Yekar maq(niqd)amh tinik yekar ŋămgǣ ŋǣdaki, ti."
./data/wav_split_gold/642.wav	"Ti solotǣy minărtar ŋanih inumdqniwh,"
./data/wav_split_gold/399.wav	Maqniwq ancyerh ŋǣdaki?
./data/wav_split_gold/383.wav	  Syanrinda ponh mǣbq mimbqnanda ŋodh nyerănda nyana ŋobh myaq. 
./data/wav_split_gold/1028.wav	Tuh ǣwăna yekar ŋămgǣrkaawmh mănǣqŋaq tuda pinyaŋi ǣwuwna.
./data/wav_split_gold/1405.wav	"ilye tobqni nyadănd oŋguwăwa, "
./data/wav_split_gold/1563.wav	Ңobh ңǣsiqңaq tiki nyenǣciyed pyeryenitoh nyah tikitoh yambanh.
./data/wav_split_gold/262.wav	ŋobkart nyenǣcʹh tikana yaŋgodasʹ. 
./data/wav_split_gold/1277.wav	"Syudbya wǣsakoh nye nyu maqniwq: «Tyedah wunin andāh maqniwq tyedah irimd adăŋguqniqnawh,"
./data/wav_split_gold/1450.wav	 tikād tikaad oda. 
./data/wav_split_gold/646.wav	"Paryeŋodăanda tǣwih yesya arwmh paryeŋodănda wadăbădamh,"
./data/wav_split_gold/755.wav	"tyaănyaŋi maqniwq silpăwi muŋgonaq tiqnyoq,"
./data/wav_split_gold/764.wav	Tiki muŋgoh maqniwq silămnyandoh ŋǣbh ilyewaq.
./data/wav_split_gold/1180.wav	"«Tădaw ādmh,"
./data/wav_split_gold/579.wav	"Ti, maqniwq:"
./data/wav_split_gold/1073.wav	"Muŋgoh pyay ăbi mannaqmaq: «Mănʹ myakni ayadmh, "
./data/wav_split_gold/1539.wav	"tiki noy yoormh tad yoqmăda yaananda,"
./data/wav_split_gold/1387.wav	ănartă̌mi anah».
./data/wav_split_gold/899.wav	"Muŋgoq pyay ăbi ŋanih saalta ŋanih loolba tuta,"
./data/wav_split_gold/1137.wav	"ǣ̄ye, ti tikar maqniwq: "
./data/wav_split_gold/1743.wav	 Aa nyoh padqmaq. 
./data/wav_split_gold/1455.wav	"Tăd-i nyabănda,"
./data/wav_split_gold/268.wav	tarcya mancayam pǣrmani yeqǣmnya.
./data/wav_split_gold/644.wav	"Ŋuliq ŋokăndoh inomdaq,"
./data/wav_split_gold/1556.wav	Ңǣdalyowanondih nyaantih laanawanondih mamonondih tyedah nyabi mamononda ma tyedah mǣǣnih tyuku yaah nyencawǣǣna nyertyeңgoonih. 
./data/wav_split_gold/1242.wav	Syudbya wǣsăko tǣri muncyalma. 
./data/wav_split_gold/824.wav	"adăda maqniwq, "
./data/wav_split_gold/1087.wav	"Syaarih unat yadbăti ŋodh ŋulih yalǣma,"
./data/wav_split_gold/1663.wav	 Da. Da wyedʹ.
./data/wav_split_gold/470.wav	"Tiki ilăndih mǣtăandih tǣtyermi nyenǣcyangh maqniwq yah nimnya maqniwq maŋgă̌bădaat,"
./data/wav_split_gold/536.wav	"myadmh ōdǣ̄mh,"
./data/wav_split_gold/1121.wav	sit manoqmi ŋaaq». 
./data/wav_split_gold/657.wav	Nyero yaakoh ǣwana siqiw ăbi. 
./data/wav_split_gold/9.wav	"Maraŋga ŋǣya, "
./data/wav_split_gold/1009.wav	"Syudbya wǣsăko masʹ tumda pyaq yonǣwna nidawh pyataq anih, "
./data/wav_split_gold/1291.wav	"tidǣh tidǣ̄ŋgăna syudbyako maqniwh mi,"
./data/wav_split_gold/526.wav	"Ti mănʹ tikar,"
./data/wav_split_gold/1632.wav	maqniwq: “Sit adaңgudmh.q 
./data/wav_split_gold/810.wav	waqăwănda mǣnăkǣdā.
./data/wav_split_gold/1199.wav	"«Tyaănanda nyenǣcʹ ŋǣbta onradwa, nyenǣciye [nyeracbortʃiwo], "
./data/wav_split_gold/1169.wav	Tasih tǣri lyabtar-yq. 
./data/wav_split_gold/251.wav	"ibyaart yeǣra, "
./data/wav_split_gold/931.wav	taminda ăya.
./data/wav_split_gold/1034.wav	"«Yedmih ŋămgămih,"
./data/wav_split_gold/555.wav	tad nyernyahtărcya nyenǣcʹh yaŋgoya.
./data/wav_split_gold/866.wav	salabaq ŋanih animyaq. 
./data/wav_split_gold/754.wav	"tyedah waaltamd maqnidămh tyedah mǣŋgudmh, "
./data/wav_split_gold/1410.wav	sidya tyusipoyh nyani tǣri sirŋa tăryemh ŋadʹbăta».
./data/wav_split_gold/459.wav	"«Ŋa, tikăāyud?"
./data/wav_split_gold/461.wav	Ti.
./data/wav_split_gold/949.wav	tonda tyaah ăbărpa pyayda.
./data/wav_split_gold/1689.wav	 Worona oroʃaya. aa.
./data/wav_split_gold/1698.wav	 Putkodanih? 
./data/wav_split_gold/531.wav	 Tădawa ti.
./data/wav_split_gold/129.wav	Ŋodʹbyaqnaq tiki tikih pud ti ŋǣdalyo tayh raciyamh osăya ǣqnihwamh. 
./data/wav_split_gold/108.wav	"wot, ti,"
./data/wav_split_gold/1184.wav	"winyalsipoyh,"
./data/wav_split_gold/793.wav	"Nyaŋǣdya pinda yamban,"
./data/wav_split_gold/1569.wav	anda nyana. 
./data/wav_split_gold/1017.wav	"Syudbya mannaqmaq: «Taykuy yesya paŋgqyaq tinyoq,"
./data/wav_split_gold/1210.wav	soo myata tyaănyaŋi ǣw.
./data/wav_split_gold/1404.wav	"«ănkoyemi lǣtămbabcur,"
./data/wav_split_gold/1673.wav	Nyodoh pyaata tyoritadmh kaawǣy.
./data/wav_split_gold/1248.wav	"ăncyerq ŋǣda nyemar maqniwq tyuku,"
./data/wav_split_gold/604.wav	"Yǎŋgō, tămna todalambidawa ŋamgǣrida."
