,index,start,end,transcription,source,lang,full_path_infile,full_path_outfile,log_file_name
286,286,900.3330000000002,902.124,ti tǣǣqnaq tǣǣqnaqta tikaana awi.,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/286.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/286.log
287,287,914.234,915.946,] Tyuku tiq alʹmyer anyana ŋa? ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/287.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/287.log
288,288,916.146,916.577,U?,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/288.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/288.log
289,289,916.959,919.193,] Tyuku tiq alʹmyerq anyana ŋa? ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/289.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/289.log
290,290,919.307,919.89,anyaŋi? ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/290.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/290.log
291,291,920.516,921.223,] anyana? ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/291.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/291.log
292,292,921.36,922.257,alʹmyerq?,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/292.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/292.log
293,293,922.294,924.059,] Tiq alʹmyer. ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/293.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/293.log
294,294,924.264,925.471,"Tiq alʹmyerq taki manyaq, ",TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/294.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/294.log
295,295,925.477,928.24,manyaq tiqnaq aqmaaw taki mi taki Noskoh nyaŋi ǣwarkaana ŋaq.,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/295.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/295.log
296,296,929.236,932.168,"mih tih Pyelyadkah amgǣǣwh ŋilʹnyakuna, ",TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/296.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/296.log
297,297,932.995,934.447,manyaq tiqnaq aqmaqawq. ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/297.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/297.log
298,298,941.022,942.12,Ŋawnaawandoh ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/298.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/298.log
299,299,952.525,955.113,"nyerdyenya tiki liq anyana ŋǣsaq, tiki nyaarq alʹmyer, ",TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/299.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/299.log
300,300,955.387,957.382,taqalʹh tamalyaŋgana manǣqmandoh malyaŋgana macʹ tiki ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/300.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/300.log
301,301,957.384,959.149,"tǣǣqna awi alʹmyerq ŋǣwiq, ",TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/301.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/301.log
302,302,960.009,962.147,lyekarq lidoh manǣsqniqimh. ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/302.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/302.log
303,303,963.464,965.361,"Tiki tiq, nyabiq tikiq ",TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/303.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/303.log
304,304,965.361,966.015,"liq, ",TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/304.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/304.log
305,305,966.015,968.013,"tiq liq anih lyekarq manǣqyadoh, ",TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/305.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/305.log
306,306,969.872,971.827,"Ŋodʹbyatoh tyuku tid taryemh aq,",TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/306.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/306.log
307,307,972.83,974.717,piliqkondoh ŋuliq tiki midoh ŋokaq. ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/307.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/307.log
308,308,977.382,978.912,Mandaraacyaqnyoq ponh ilye ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/308.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/308.log
309,309,983.129,985.377,ŋodʹbyatoh tamna ŋobkad nih pyeryeq tiki liq. ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/309.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/309.log
310,310,997.321,999.02,"] Syeytʃas sprosim, ya dumayu. ",TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/310.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/310.log
311,311,1000.334,1003.421,"] A, Olyeg Yambanowitʃ, a kakoy god wot ǣto bilo?",TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/311.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/311.log
312,312,1013.975,1015.047,Tamalyaŋgana ŋuliq yadyembisʹ.,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/312.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/312.log
313,313,1026.564,1028.852,"] A, i ǣto cnatʃit bilo... ǣǣǣ ",TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/313.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/313.log
314,314,1028.962,1031.366,] Pyelyadkah ŋilʹnyakuna (N/PK)? ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/314.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/314.log
315,315,1031.4,1032.276,Dadada. ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/315.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/315.log
316,316,1032.342,1033.693,"] W nicowʹya Pyelyadki, da?",TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/316.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/316.log
317,317,1039.999,1040.392,Uuq. ,TOYa_audio_TNenets.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/TOYa_audio_TNenets.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/317.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/317.log
318,318,4.034,4.933,Ŋămgǣmh tikāna pǣrtawaq?,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/318.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/318.log
319,319,4.933,5.757000000000001,āslarăqninamh. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/319.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/319.log
320,320,7.763999999999999,10.001,Ŋămgǣ tăryemh ǣnăkǣwaq? Mănyaq ărqnaq piidănaq niwaq amyedambyuq.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/320.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/320.log
321,321,12.351,13.621,Tyedaq Siirtya ănyah pyar?,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/321.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/321.log
322,322,14.677,16.107,"Mancʹwan paranodah ŋǣdatawǣdmh,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/322.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/322.log
323,323,16.107,17.315,taki yalyah paraŋodanh ayadmh.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/323.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/323.log
324,324,18.494,19.188,"Wǣy, ŋǣribta wuliq(ŋuliq),",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/324.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/324.log
325,325,19.189,20.297,"wadăkoyewaq tǣwrain, ",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/325.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/325.log
326,326,20.297,20.927,yabtkoyenq.   ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/326.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/326.log
327,327,20.927,21.441,"Tyuku,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/327.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/327.log
328,328,22.015,22.596,"mǣwăndārawaq,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/328.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/328.log
329,329,22.596,23.864,nyaŋǣdya tah yambănh tyukona mǣwaq.˜,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/329.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/329.log
330,330,25.195,25.893,uh mandadăma.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/330.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/330.log
331,331,27.578000000000003,28.472,"Syaări tikowna yadbăta,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/331.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/331.log
332,332,28.472,30.195,"ŋobtiki yawh ǣwăna siqiw wǣbărkaqya,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/332.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/332.log
333,333,30.195,30.885,ŋobtiki tarcyaq. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/333.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/333.log
334,334,30.885,31.324, ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/334.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/334.log
335,335,31.324,32.208,Masidoh mălye uwq.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/335.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/335.log
336,336,33.023,33.914,"uh talwăwiq,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/336.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/336.log
337,337,33.916,34.873000000000005,uh lyadădowiq.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/337.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/337.log
338,338,34.873000000000005,36.13,"Ti tikāna mărah ninya tikāna,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/338.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/338.log
339,339,36.132,37.104,tikāna pindinaq. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/339.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/339.log
340,340,38.948,39.505, Ŋobtiki wadō:,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/340.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/340.log
341,341,39.505,40.462,"«Siirtya, ănyah ăyan?»",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/341.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/341.log
342,342,40.462,41.14,  Siirtya maqniwh: ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/342.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/342.log
343,343,41.14,42.164,"«Tănyah, tănyah miŋadmh»",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/343.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/343.log
344,344,42.164,43.143,«Wadăkoinaq tǣwrain».,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/344.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/344.log
345,345,45.037,46.11600000000001,"Tǣwqmaădani ănyan tǣwraq,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/345.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/345.log
346,346,46.11600000000001,46.891000000000005,"tǣwwi ŋǣbqnaqni,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/346.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/346.log
347,347,46.892,47.999,tiki yada ubtăwa.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/347.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/347.log
348,348,51.849,55.93600000000001,Syanrinda ŋodh yadbăta ŋodh tiki yawh ǣw susa nyenǣy yah nih tănǣyq.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/348.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/348.log
349,349,55.93600000000001,56.841,Tǣwiq.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/349.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/349.log
350,350,57.992,62.44,Tăryemh sirŋa nyerănda nyana yah oyh ninya ŋobh syurămbăda. ,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/350.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/350.log
351,351,63.345,64.268,"Ŋobh syurămbădā anih,",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/351.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/351.log
352,352,64.268,68.461, maănda maănda nyana padda tari(tǣri) labtorŋa.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/352.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/352.log
353,353,69.78,71.331,Yǎtrih syurămbi tănya ŋadʹbăta yath.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/353.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/353.log
354,354,71.476,73.221,Nyabtindh tǣwa tyuku padmh minye tămna syurămyubi.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/354.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/354.log
355,355,73.221,73.711,Tadawa.,Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/355.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/355.log
356,356,74.752,77.135,"Pulita, pulita tyuquqkumna yah ŋilh sǣywi. ",Katushka_VorontsovoNENETS_A_48-16.wav,yrk,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/yrk/Katushka_VorontsovoNENETS_A_48-16.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/356.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/356.log
